item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11
Cookies,Rice,,,Rice,Eggs,Pasta,Tea,Shampoo,Cookies,Coffee
Bananas,,,Apples,Juice,Detergent,Tea,,Shampoo,Beef,
,Fish,Fish,Bananas,Tomatoes,Shampoo,Milk,Chicken,Cereal,Butter,Cereal
Rice,Butter,Juice,Cheese,,Shampoo,Cookies,Water,,Pasta,Soap
,Coffee,Butter,Fish,Juice,,Rice,Cookies,Detergent,Chocolate,
,,Tomatoes,Chicken,,Yogurt,,Shampoo,Cookies,Pasta,
Chicken,Fish,Fish,Apples,,Detergent,Shampoo,Water,Cereal,Milk,Chips
,Yogurt,Yogurt,Eggs,,Onions,Water,,Onions,Onions,
Soda,Pasta,Oranges,Oranges,Yogurt,Rice,Oranges,Pasta,Chicken,Tea,Fish
Detergent,Oranges,Chicken,,,Rice,Cereal,,Milk,Tea,Toothpaste
Butter,,Oranges,Yogurt,Apples,Apples,Eggs,Juice,Soda,Eggs,
Soda,Chocolate,Yogurt,Apples,Eggs,Toothpaste,Yogurt,,Fish,,Soda
Detergent,Water,Butter,Pasta,Detergent,Fish,Cereal,,Coffee,Coffee,Milk
Eggs,Bread,Tea,,Bread,Juice,Chocolate,Milk,,Tomatoes,Bread
Juice,,,Bread,Eggs,Bananas,,Cereal,Tomatoes,Beef,Beef
,,Shampoo,Milk,Bananas,,Bread,,Juice,Rice,Tea
,Chicken,Oranges,Cereal,,,Bananas,Coffee,Water,Cereal,Chips
Yogurt,Chocolate,,Soap,Pasta,Onions,Fish,Butter,Soap,Eggs,Bananas
Eggs,Shampoo,Onions,Butter,Chips,Oranges,Rice,Juice,Rice,Cheese,Tissue
,Detergent,Bananas,Soap,Cereal,,Onions,Apples,Water,,Milk
Milk,Tea,Yogurt,Juice,Bread,Cereal,Oranges,Milk,Coffee,Fish,Detergent
,,Water,,Eggs,,Shampoo,Rice,Cookies,,Shampoo
Apples,Chips,Milk,Rice,Beef,,Coffee,Shampoo,Eggs,,
Chocolate,,Cereal,Milk,,,Cheese,,Juice,Juice,
Toothpaste,Shampoo,,Bread,Chips,Beef,Soda,Beef,Milk,Eggs,
Chocolate,Bread,Chocolate,Toothpaste,Butter,Beef,Pasta,Toothpaste,,Soda,Cereal
Yogurt,,Bread,Soda,Bread,Juice,Onions,Apples,Chocolate,Onions,Cookies
Butter,Apples,Cookies,,Soda,Tomatoes,Chips,Tea,Water,Milk,Milk
Water,Cheese,Oranges,Cookies,Eggs,Pasta,Butter,Apples,Detergent,,
Water,,Chicken,Bread,Bread,Beef,Yogurt,,Fish,Bananas,Yogurt
Chocolate,Oranges,Cheese,Milk,Bread,Chocolate,Beef,Cookies,,Shampoo,Soda
Apples,Butter,Bread,,Shampoo,Pasta,,Bread,Detergent,Pasta,Coffee
Bananas,Butter,Chips,Tissue,Coffee,Cereal,Rice,Rice,Soap,Chocolate,Onions
Tissue,Chicken,Chips,,Rice,Bread,,,Chocolate,Yogurt,Soda
Beef,Cookies,Chicken,,,Eggs,Eggs,Soap,Yogurt,Cereal,Eggs
Pasta,Yogurt,,Shampoo,Cheese,Chips,,Apples,Cookies,Chicken,
Yogurt,Cereal,Detergent,,Coffee,Rice,Tea,Shampoo,,Chocolate,
Detergent,Detergent,Soap,Beef,Tomatoes,,Apples,Shampoo,Soap,Chips,
Eggs,Soap,,Soda,,Beef,Detergent,,Beef,Yogurt,Yogurt
Juice,Tomatoes,Yogurt,Butter,Eggs,Water,Toothpaste,Toothpaste,Beef,Toothpaste,Milk
Soap,Shampoo,Cookies,Chocolate,,Fish,,Apples,Yogurt,Chocolate,Tea
Onions,Beef,Cheese,Tea,Coffee,Cookies,,Oranges,Butter,Water,Cheese
Milk,,Chicken,Soda,,Water,Coffee,,Apples,,Juice
Tea,,Chicken,Chocolate,Chips,Tissue,Rice,,Water,Tissue,Apples
Beef,,Tissue,Beef,,Milk,Chocolate,Soap,Toothpaste,Tea,Tomatoes
Cereal,Beef,Bread,Oranges,Chicken,Eggs,Chips,,Shampoo,Coffee,
Rice,Rice,,Cheese,Chocolate,Cheese,Oranges,,Soda,Soda,Detergent
,Eggs,Tissue,Coffee,Soda,Tomatoes,Tomatoes,Chips,,Juice,Cheese
,Chocolate,,Oranges,Oranges,Rice,Shampoo,Toothpaste,,Tea,Juice
Apples,Cereal,Cereal,Beef,,Oranges,,Oranges,Chicken,Milk,
Juice,,,Milk,Butter,Oranges,,Oranges,,,Rice
Soap,Soap,Coffee,Chocolate,Cheese,Chicken,Toothpaste,Milk,,Beef,Pasta
Tomatoes,,Juice,Tea,Milk,Soap,Chicken,Cereal,Tissue,Rice,Oranges
Milk,,Apples,Chicken,Chicken,Chocolate,Chicken,,Bread,Eggs,Tea
,Beef,,Tea,Fish,Butter,Chicken,Beef,Toothpaste,Chicken,
Onions,Cereal,Eggs,Milk,Milk,Chips,Juice,Soap,Rice,Pasta,
Butter,Soap,Tissue,Detergent,Eggs,,Butter,,,Chips,
,Toothpaste,Onions,Fish,Apples,,Chicken,Butter,Tissue,Fish,
Milk,Eggs,Juice,Chips,,,Bread,,Cereal,Yogurt,Tea
,Water,,Beef,Toothpaste,Bread,,Soap,Tissue,Juice,Eggs
,Juice,,Cookies,Milk,Detergent,,Chicken,Eggs,Eggs,Beef
Toothpaste,Cookies,Tomatoes,Tissue,Pasta,Apples,Shampoo,Bread,,Butter,Onions
Coffee,Tissue,,Yogurt,Cereal,Yogurt,Cereal,Chicken,Juice,Rice,Bananas
Soda,Butter,Onions,Cheese,Bananas,Shampoo,Soda,Oranges,,Chocolate,Toothpaste
Apples,Cheese,Shampoo,Chips,Soap,Onions,Shampoo,,Bananas,Cookies,Butter
Juice,Tomatoes,Detergent,Bread,,Fish,Chips,Toothpaste,Tea,Apples,Soda
,Cereal,Coffee,,,Bread,Cookies,Detergent,Chocolate,Bread,Water
Bananas,Apples,Oranges,Coffee,Bread,Onions,Cereal,,Onions,,Coffee
Oranges,Shampoo,Cheese,Soap,Water,,Chips,Cereal,Tissue,Juice,Cookies
,,,Butter,Detergent,Juice,,,Cereal,Tomatoes,Soap
Milk,Chocolate,Apples,Beef,Milk,Tissue,Tea,Rice,Oranges,Chips,Soda
Fish,Chips,Milk,,,Soda,Pasta,,Tissue,,Detergent
Soda,Detergent,Toothpaste,Tomatoes,Soap,Chocolate,Milk,,,,Detergent
Butter,Beef,Rice,Beef,Eggs,Oranges,Eggs,Bread,Detergent,,
Water,Beef,Chicken,,Shampoo,Chocolate,Toothpaste,Tissue,,Bananas,Pasta
Detergent,Beef,Tissue,,Cheese,Oranges,Soap,Cookies,Tissue,Tissue,Eggs
Shampoo,,Toothpaste,Pasta,Chips,Chips,Bananas,Chips,Juice,,Milk
Water,Butter,Butter,Fish,,Tea,,Milk,Chocolate,Chocolate,Chips
Tissue,Apples,Chicken,,Bananas,Butter,Detergent,Shampoo,Rice,Yogurt,Chicken
Juice,Apples,Tissue,Butter,Eggs,Onions,Toothpaste,Chicken,Eggs,Chips,Tomatoes
Fish,Bananas,,Milk,,,Tissue,Eggs,Bananas,Soda,Soda
Apples,Cheese,Yogurt,,,Detergent,Oranges,Rice,Rice,Fish,Soap
Cheese,,Tomatoes,Yogurt,Juice,Oranges,Milk,Apples,Coffee,Water,Bananas
,,Bread,Rice,Butter,Apples,Bread,,Soda,,Soda
Pasta,Soap,Eggs,Chocolate,Toothpaste,Shampoo,,Coffee,Tea,Tissue,
,Soda,Coffee,Apples,,Cereal,,Chicken,Onions,Bread,
,Pasta,,Chips,Rice,,Soda,Butter,Chocolate,Soap,Apples
Shampoo,Cereal,Pasta,,Tomatoes,,Yogurt,Chocolate,Tomatoes,Milk,Onions
,Milk,Cereal,Cookies,Tea,Pasta,Tea,Chocolate,Coffee,,Cookies
Beef,Milk,Onions,Onions,,Soda,Onions,Tissue,,Cookies,Tea
Cookies,Soap,Fish,Chips,Tomatoes,Cheese,Tomatoes,Coffee,,,Tomatoes
Shampoo,Toothpaste,,Chips,Coffee,Tea,Bread,Onions,Tomatoes,,Fish
,,,Bread,Milk,Yogurt,Milk,Juice,Butter,Juice,
,Yogurt,Milk,Pasta,Bananas,Pasta,,Toothpaste,Chocolate,Soap,Milk
Milk,Cookies,Soap,Fish,Soda,Tomatoes,Fish,,,Fish,Milk
,Cereal,Milk,,,Chicken,,Tissue,Bread,Cheese,Shampoo
Detergent,,Tea,Coffee,,Shampoo,Chips,Apples,,Tomatoes,Rice
,Butter,Chocolate,Onions,Soap,,,,Apples,Chocolate,Juice
Bananas,Cookies,Onions,Tomatoes,,Rice,Apples,Soda,,Bananas,Yogurt
Oranges,Beef,Cheese,Fish,Coffee,Water,Toothpaste,Chicken,Beef,,Detergent
,Juice,Detergent,Tissue,,Tea,Shampoo,Bread,,Cereal,Bread
Tea,Onions,Oranges,Tissue,Rice,,Detergent,Yogurt,,,Cheese
Bread,Tomatoes,Bananas,,Butter,,Tissue,Water,Milk,Apples,Butter
Beef,,Water,Shampoo,Butter,Fish,Beef,Rice,,Butter,Juice
Tissue,Butter,Apples,Eggs,Rice,Chips,,Onions,Butter,,Beef
Tomatoes,Pasta,Juice,,Soap,Yogurt,Shampoo,Soap,Coffee,Soda,Yogurt
Cheese,Butter,,Toothpaste,Fish,Soda,Eggs,Cheese,Milk,,Apples
Yogurt,Onions,Shampoo,Cereal,,Pasta,Tissue,Chips,Apples,Pasta,Detergent
Fish,Apples,,Eggs,Shampoo,Cheese,Beef,Coffee,,Bread,
Beef,,Bananas,Pasta,Pasta,Tomatoes,Bread,Cookies,,,Chips
Chocolate,,Milk,Rice,Apples,Oranges,Juice,Shampoo,Chips,,Bread
Beef,Detergent,,Shampoo,Tea,,Soap,Tea,Water,Water,Onions
Water,Tea,Coffee,Oranges,,Tissue,Eggs,Beef,Butter,Rice,Tomatoes
Tomatoes,Cookies,,Oranges,Toothpaste,Beef,,Detergent,Toothpaste,Milk,Chocolate
Coffee,Soda,Tissue,,Juice,Tea,Chips,Cheese,Tissue,Beef,Toothpaste
,Rice,,Cookies,Soda,Eggs,Beef,Tea,Toothpaste,Tissue,Juice
,Beef,Bread,Bananas,Tissue,Soap,,Tea,Beef,Bananas,Cereal
,,,Bananas,Milk,Bananas,Water,Fish,,Butter,
,Milk,Chips,Toothpaste,,Onions,Shampoo,Cheese,Milk,Detergent,Juice
Cheese,Bread,Rice,Cookies,Tissue,Fish,Bananas,Rice,Detergent,Pasta,Fish
Tissue,Chocolate,Shampoo,Butter,Chicken,Juice,Apples,,Cereal,Cookies,
,,Chicken,Toothpaste,Fish,Tissue,Water,Toothpaste,,Coffee,Butter
Soap,,Bread,Pasta,Tissue,Detergent,,Butter,Eggs,Chocolate,Tissue
Cookies,,Tissue,,Chips,Detergent,,Butter,Chicken,Cookies,Toothpaste
Oranges,,Butter,Butter,Water,Tissue,,Cookies,Coffee,Soap,Pasta
,Juice,Eggs,Butter,Chocolate,Cereal,Bananas,Soda,Beef,Water,Chocolate
Beef,Toothpaste,Detergent,Bananas,Tomatoes,Milk,Water,Chips,,Butter,Eggs
Water,Juice,Yogurt,Pasta,,Cereal,Milk,Pasta,Onions,,Milk
Tissue,Onions,Detergent,Onions,Juice,,Detergent,Apples,,Bananas,Onions
,Pasta,,Milk,Apples,Beef,Milk,Chocolate,Detergent,Apples,Detergent
Rice,Milk,Apples,Oranges,Milk,Oranges,Juice,Detergent,,Onions,Bread
Apples,Tomatoes,Pasta,Chicken,Toothpaste,Eggs,Beef,Shampoo,Eggs,Pasta,Bananas
Cheese,Shampoo,Tea,Juice,Pasta,,Bread,,Oranges,Cereal,
Tomatoes,Apples,,Soap,Pasta,Coffee,Pasta,Butter,Pasta,Chips,Cookies
Apples,Butter,Fish,,Chocolate,Juice,Tomatoes,Tomatoes,Soap,Cheese,
Bread,Chips,,Pasta,Juice,Cookies,Juice,Cheese,Water,,Juice
Apples,Soap,Cookies,Toothpaste,Bread,Coffee,Water,Soda,Eggs,Chicken,Eggs
Pasta,,,Shampoo,Pasta,Juice,Detergent,Chicken,Toothpaste,Cheese,
,Milk,Shampoo,Yogurt,,Bread,Shampoo,Tissue,Rice,Juice,Tea
Tissue,Tomatoes,Beef,Shampoo,,Tea,Juice,Rice,,Chicken,Chocolate
Oranges,Shampoo,,Soda,Shampoo,,Onions,Tomatoes,Pasta,Fish,Butter
,Beef,,Milk,Fish,Coffee,Bananas,Tea,Fish,Juice,Juice
,Beef,Cookies,Chicken,Oranges,Soda,Oranges,Soap,Tomatoes,Detergent,Oranges
Shampoo,Rice,Apples,Soda,Coffee,Rice,,Toothpaste,Milk,Milk,Fish
Rice,Oranges,Water,,Beef,,,Onions,Chocolate,,
,,Fish,,Tissue,Detergent,Coffee,Water,Eggs,Tea,Chicken
Chips,Soap,Soda,Cookies,Beef,Tissue,Tissue,Pasta,Cookies,Tea,Tea
Chocolate,Yogurt,Coffee,Chocolate,Butter,Soda,Cookies,,Tissue,Apples,Beef
,Cheese,Detergent,Tomatoes,Soda,,Tomatoes,,,,Onions
Apples,Tissue,Cereal,Water,Bananas,Rice,Apples,Chocolate,Cookies,Tissue,Chocolate
Bread,Beef,Milk,Shampoo,Toothpaste,Eggs,Bananas,Shampoo,Butter,,Coffee
Eggs,Chocolate,Chocolate,Soap,Pasta,Butter,Chocolate,Bread,Cereal,Juice,Rice
,Chicken,Shampoo,Apples,Butter,,,Cookies,Tissue,Tissue,Juice
Fish,Tomatoes,,Yogurt,,,Soap,Cheese,Pasta,Detergent,Tea
Cookies,Eggs,Shampoo,Shampoo,Apples,,Water,Cheese,,Detergent,
Milk,,Fish,Milk,Tea,Milk,Soap,Cheese,Shampoo,Onions,Milk
Chicken,Onions,Toothpaste,Detergent,Cereal,Chocolate,Bread,Eggs,Onions,Cookies,Chocolate
Soap,Rice,Tomatoes,Coffee,Eggs,Juice,Shampoo,Cookies,Chocolate,,Tomatoes
,,Chocolate,Detergent,Yogurt,Butter,Tissue,,Chicken,Apples,Bananas
Eggs,Eggs,Butter,Butter,Fish,Cookies,Eggs,,,Chips,Cereal
Yogurt,Chocolate,Tissue,,Milk,Oranges,Soap,Detergent,,,Cheese
Soda,Onions,Milk,Onions,Cookies,Eggs,Chicken,Chicken,,Juice,Bread
Milk,Tissue,Cheese,Butter,,Cheese,Coffee,Shampoo,Soda,Chicken,Eggs
Bread,Shampoo,,Soda,Beef,Coffee,Soap,,,Juice,Milk
Butter,Milk,Tomatoes,,Apples,Coffee,Milk,Oranges,Soda,Soda,Juice
Tea,Cereal,Milk,Beef,Onions,Onions,Shampoo,Tomatoes,Apples,Chicken,Soap
,Beef,Water,Chocolate,,Detergent,Oranges,Soda,,Cereal,Chips
Pasta,,,Soda,Coffee,Yogurt,Eggs,Rice,,Chips,
Soda,,Yogurt,Chocolate,Chocolate,Bananas,Coffee,Cookies,Butter,Beef,Tissue
Onions,,Tea,Bananas,Cheese,Toothpaste,,,,Butter,Fish
Chocolate,Cereal,Shampoo,Beef,Chicken,Chips,Beef,,Pasta,Water,Fish
Tea,Shampoo,Butter,Coffee,,Detergent,Onions,Tomatoes,Eggs,Tomatoes,
,,Cheese,Chocolate,Fish,Cereal,Pasta,,,Rice,Yogurt
Water,Apples,Shampoo,Oranges,Soap,Soap,Apples,Tissue,Cheese,,Water
Water,,,Detergent,Fish,Beef,Milk,Yogurt,Rice,Detergent,
,Butter,,Water,,Pasta,Chicken,Pasta,,Eggs,Chips
Eggs,Eggs,Beef,,Toothpaste,Shampoo,,Soap,,Bread,Pasta
Coffee,Cheese,Toothpaste,Chips,Detergent,Milk,Cereal,,Bread,Oranges,
Butter,Rice,Tea,Water,Apples,Apples,,Bread,Bananas,Shampoo,Rice
Tomatoes,Cookies,,Cheese,Juice,Tea,,Toothpaste,Cookies,,Tea
Toothpaste,Chocolate,Milk,Chicken,Water,,Eggs,Soap,Shampoo,,Soda
Bread,,,Beef,Juice,Toothpaste,Tissue,Oranges,Rice,Soap,Shampoo
Cheese,Chips,Water,Bananas,Beef,Tea,Pasta,Milk,Chips,,Bread
Eggs,,Chocolate,Bread,Eggs,Bread,Eggs,Juice,,Cereal,Bananas
Chips,Chocolate,Tomatoes,,,Cheese,,Pasta,Chicken,Milk,Bananas
Tomatoes,Water,Bread,Yogurt,Milk,Cereal,Shampoo,Detergent,,,Onions
,Toothpaste,,Chocolate,Tea,Water,Soap,,Cookies,Oranges,Cookies
Onions,Juice,Fish,Cookies,,Tea,Tea,Onions,Shampoo,Oranges,Butter
Tea,Tomatoes,Soap,Oranges,Yogurt,Chicken,Eggs,Toothpaste,Fish,,Eggs
Soap,,Onions,Juice,Tissue,,Eggs,Soda,Cookies,Water,
,,Cheese,Onions,,Toothpaste,Soda,,,Water,Oranges
Pasta,Rice,,,Chocolate,,Fish,Chips,Detergent,Eggs,Tomatoes
Butter,Juice,Soda,Coffee,Chicken,Milk,Yogurt,Eggs,Tomatoes,Cheese,Eggs
Shampoo,,,Bananas,Chocolate,Soap,Oranges,Shampoo,Tissue,Bananas,Fish
Bread,Cereal,Juice,Water,Milk,Apples,Chips,Oranges,Tissue,,
Toothpaste,,Cheese,Tomatoes,Eggs,Cookies,Tea,Fish,Tissue,Tea,Coffee
Tea,Chocolate,,,,Eggs,Soap,Cereal,Bread,Tomatoes,
Soap,,,Fish,Butter,,Fish,Toothpaste,,,
,,,Butter,,Beef,Cookies,,Oranges,Cheese,
Milk,,Water,,Coffee,,,Bread,Soap,Chips,
,Pasta,Toothpaste,,Detergent,Bread,,,Bread,Shampoo,Pasta
Chocolate,,,Toothpaste,Apples,Tissue,,Bread,Butter,Chips,Toothpaste
Soap,Rice,Pasta,Cheese,Soda,,,Cereal,Detergent,Coffee,Chips
Cookies,Soap,Milk,Eggs,,Water,,Apples,Milk,Yogurt,Pasta
,Chocolate,,Cereal,Eggs,Onions,Pasta,Chocolate,Coffee,Yogurt,Bananas
Fish,Bananas,,Cookies,Juice,,,Onions,Soap,,Tomatoes
Pasta,,Tea,,Beef,Chicken,Toothpaste,Cheese,,,Yogurt
Shampoo,,Cheese,Water,Bananas,Apples,Onions,Tea,Bananas,Yogurt,Cheese
Eggs,Detergent,Apples,Tissue,Shampoo,Chicken,Cheese,Beef,,,Tea
Bananas,Juice,Bananas,Chicken,Yogurt,Cookies,,Chicken,,Coffee,Oranges
Coffee,Yogurt,Cookies,,Chocolate,Pasta,Chocolate,Soda,Tissue,Eggs,Soda
Shampoo,Apples,Chicken,Oranges,Bread,Chicken,Chocolate,Chocolate,,Bread,Detergent
Pasta,Tomatoes,Tea,Onions,Apples,Fish,Butter,Yogurt,Beef,,
,Apples,Detergent,Cheese,,Fish,Chips,Oranges,Tea,Pasta,
Apples,Eggs,Pasta,,,Coffee,,Tissue,Tomatoes,Tomatoes,Chicken
Chicken,Pasta,Milk,Onions,,Butter,Butter,Chocolate,Eggs,Chicken,Yogurt
Butter,Toothpaste,,Shampoo,Apples,Beef,Tomatoes,,,,Soda
Chicken,,Toothpaste,Shampoo,Onions,Tea,Soap,Bananas,Onions,Coffee,Cereal
Toothpaste,Milk,,Pasta,Cheese,Soda,Shampoo,Rice,Cookies,Milk,Tea
Detergent,Chicken,Tissue,Juice,Shampoo,Bread,Bread,Toothpaste,,Toothpaste,Apples
Chicken,Rice,Rice,Cheese,Beef,Cereal,Oranges,Shampoo,Cheese,Tomatoes,
,Chicken,Rice,Water,Rice,,Cereal,Cheese,Juice,,
Coffee,Onions,Chicken,Bread,Bread,Bananas,Soda,,Cereal,,Butter
Tea,Chocolate,Apples,Juice,,Beef,,Yogurt,Juice,Bread,Milk
,Tissue,Bread,Tissue,Milk,Toothpaste,Cereal,Chips,Chips,Cookies,Toothpaste
Cereal,Bananas,Soap,Water,Chips,,Bread,Bread,Chocolate,Toothpaste,Tissue
Apples,Cookies,Chips,,Juice,Tea,Pasta,Chocolate,Tomatoes,Chocolate,Yogurt
,Water,Toothpaste,,Onions,Chips,Milk,,Milk,Fish,Apples
Water,Tomatoes,,Detergent,Milk,Milk,Shampoo,,Oranges,Cheese,Tea
,Detergent,,,Bread,Chicken,,Chocolate,Coffee,Milk,Cookies
,Tomatoes,Soap,Apples,Butter,Milk,Oranges,Tissue,Coffee,,Toothpaste
,Detergent,,,Yogurt,Shampoo,Butter,Chocolate,,Milk,
Tissue,Apples,Oranges,Soap,,Tea,Chicken,Bread,Apples,Soap,Shampoo
Oranges,Shampoo,Pasta,Water,Shampoo,Chicken,Toothpaste,Bread,Fish,Cereal,Water
Bananas,Chocolate,,Tomatoes,Chicken,Detergent,Juice,Oranges,Rice,Cookies,Detergent
Cheese,Tea,Coffee,Onions,Bread,Toothpaste,Toothpaste,Toothpaste,Apples,Soda,Onions
Cheese,Shampoo,Yogurt,Beef,Pasta,Water,,Fish,Onions,Soap,Coffee
Yogurt,Eggs,Eggs,Juice,,Apples,Toothpaste,Pasta,Milk,Toothpaste,
Milk,,Detergent,,Apples,Eggs,Cereal,Cereal,Onions,,Bread
Juice,Apples,,Cookies,Onions,Beef,Butter,Onions,Milk,Onions,Eggs
Toothpaste,Tea,Onions,Cookies,Bananas,Detergent,,Toothpaste,,Detergent,Chocolate
,Toothpaste,Chocolate,Chips,,Cheese,,Soda,Pasta,Soda,Apples
Chocolate,Onions,,Chips,,Water,Soap,Tomatoes,,Oranges,Bananas
,Water,Rice,Bread,,Pasta,Tomatoes,Bananas,Fish,Chips,Fish
Fish,Rice,Tissue,Tomatoes,Shampoo,Cheese,Onions,Juice,Milk,Tomatoes,Bread
Eggs,Milk,Butter,Apples,,Water,Tea,Coffee,,Cookies,Soap
,Bread,Eggs,Eggs,Fish,Eggs,Yogurt,Cookies,Shampoo,Toothpaste,Juice
Eggs,Soda,Detergent,,,,Onions,Shampoo,Tissue,Onions,
Coffee,Soap,,Yogurt,Tissue,Shampoo,Chips,,Soap,Chicken,Cookies
Chips,Chips,Chicken,Pasta,Tissue,Water,Cereal,,,,
,,Oranges,Juice,Toothpaste,Tomatoes,,,Milk,Cookies,Beef
Tissue,Tomatoes,Yogurt,,Yogurt,Bread,Tissue,Cheese,Shampoo,Cheese,
Shampoo,Shampoo,Cookies,Water,Chips,Bananas,Beef,Soap,Cookies,Oranges,Onions
,Tomatoes,Apples,Shampoo,Bread,Yogurt,Cookies,,Butter,Soap,Bread
Cookies,Bananas,Tomatoes,,,,Cookies,Pasta,,Coffee,Tomatoes
Beef,,Cookies,Chocolate,Eggs,Pasta,Chips,Shampoo,Beef,Yogurt,Tea
Cereal,Toothpaste,Coffee,Eggs,Chicken,Onions,Toothpaste,Apples,Eggs,Chocolate,Beef
,Chips,Milk,,Water,Bananas,Milk,,Fish,Soap,Water
Oranges,,Eggs,Onions,Bananas,Cookies,Eggs,Rice,Milk,Eggs,Rice
Butter,Eggs,Butter,,,Yogurt,,Apples,Butter,Yogurt,Cheese
Juice,Cereal,,,Rice,Shampoo,Pasta,Soap,Eggs,,Water
,Chicken,Shampoo,,Cookies,,Yogurt,,,Tea,
Tomatoes,Bread,Juice,Chips,Toothpaste,Chicken,,Milk,Shampoo,Chocolate,Toothpaste
Juice,Shampoo,Tea,,Yogurt,Cheese,Chips,Juice,Soda,,Tissue
Bread,Onions,Soda,Pasta,Tea,Tea,,Juice,,Fish,Oranges
Soda,Tea,,,Tissue,Tea,Juice,Eggs,Milk,Toothpaste,Bananas
,Eggs,Coffee,Soda,Cookies,Cereal,Oranges,Soda,Onions,,Rice
Beef,Eggs,,Beef,Tissue,,Pasta,Milk,Pasta,,Apples
,Yogurt,Tea,,Cheese,Tomatoes,Water,Bananas,Detergent,Water,Bread
Eggs,Tomatoes,Cereal,Tissue,Eggs,Cereal,Cheese,Yogurt,Chips,Apples,Oranges
,Fish,Tea,Soap,Rice,Pasta,Yogurt,Oranges,Coffee,Chips,Soda
Soap,Eggs,Bananas,Tea,,Juice,Pasta,,,Tomatoes,Beef
,Apples,Chicken,Detergent,Butter,Soap,Juice,Rice,,,Beef
Tomatoes,Tomatoes,Yogurt,Butter,,Yogurt,,Cookies,,Juice,
Tomatoes,Cereal,,Tea,,Butter,Fish,Water,Eggs,Chicken,Soda
,,Soda,Butter,,Water,,Bread,Cheese,Shampoo,
Chips,Chips,Shampoo,Pasta,Soap,,Tea,,Juice,Butter,
Tissue,Rice,Pasta,Soda,Oranges,Water,,,Chips,Tissue,Cookies
Soap,Soap,Cookies,,Juice,,Pasta,Pasta,Yogurt,Tissue,Cheese
,Chips,Shampoo,Bread,Yogurt,,Onions,Pasta,Chicken,,Chicken
Soap,Soda,,,,Chicken,Pasta,Water,Shampoo,Tomatoes,Soda
Tomatoes,Bread,Milk,Shampoo,Juice,Onions,Coffee,Pasta,Butter,Shampoo,Water
,,Tomatoes,Oranges,Onions,Eggs,,Bread,Cookies,Detergent,Shampoo
,Eggs,Beef,Chocolate,Bread,Toothpaste,Bread,Chips,Apples,Shampoo,Cereal
Milk,Coffee,Fish,,,Pasta,Chocolate,Chips,Shampoo,Eggs,Chocolate
Yogurt,Soap,Cheese,Yogurt,,Chicken,Milk,,Tomatoes,Onions,Cookies
Rice,Milk,,Bananas,Chips,Chips,Cookies,Soap,Water,Beef,
Onions,Milk,Pasta,,Cereal,Shampoo,,Onions,Cereal,Apples,
Tea,Coffee,Cereal,Eggs,Milk,,Bread,Juice,Tea,Beef,Soap
Cookies,Shampoo,Beef,Milk,Chips,Cereal,Onions,Coffee,Oranges,Bread,Beef
,,Onions,,Cereal,Oranges,,Soda,Tissue,Pasta,Tea
Water,Shampoo,Chips,,Oranges,,Soda,Chocolate,Apples,Milk,Juice
Tomatoes,Tissue,,Cereal,Cheese,Tissue,Bananas,,Chocolate,Toothpaste,Chips
Soap,Cookies,,,Oranges,Rice,Onions,Shampoo,Water,Tomatoes,
,Soda,Rice,,Rice,Soda,Shampoo,Chips,Eggs,,Pasta
Rice,Beef,Tomatoes,Beef,Tissue,Cookies,,Cereal,,Toothpaste,Chicken
Rice,Eggs,Tea,Detergent,,,,,Cheese,Eggs,Chicken
Chocolate,Milk,Oranges,Juice,,,Oranges,,Bread,Chicken,Cookies
Apples,Oranges,Onions,Toothpaste,Tea,Apples,Oranges,Juice,Chicken,Coffee,Soda
Apples,Rice,,Tissue,Chocolate,Coffee,Water,Toothpaste,,Beef,Soda
Tissue,Tomatoes,Yogurt,Toothpaste,Oranges,Apples,Beef,Cheese,Tea,Tissue,Butter
Cheese,Bread,,Fish,Coffee,,Cheese,Oranges,Onions,Oranges,Water
Bread,Yogurt,Tea,,Cereal,,Chocolate,,Cookies,Water,Toothpaste
,Butter,Soap,,Juice,Yogurt,Oranges,Cereal,Shampoo,,Juice
Cereal,Juice,Eggs,,Chocolate,Apples,Oranges,,Coffee,Cheese,Milk
Tissue,,,Cheese,Onions,Chicken,,Tomatoes,Yogurt,,
Rice,Soda,,Butter,,Butter,Cookies,Cheese,Tissue,Rice,
,,Yogurt,,,Fish,,Cereal,Juice,Pasta,Rice
Cereal,Tomatoes,Bananas,Yogurt,Apples,Yogurt,Cheese,Bread,Cereal,Yogurt,
Butter,Chicken,Tomatoes,,,Cereal,Soda,Toothpaste,Milk,Shampoo,Pasta
Chicken,Shampoo,Cookies,Coffee,Tissue,Shampoo,Cookies,Soda,Chocolate,Onions,Cereal
Tissue,Tomatoes,,Shampoo,,Beef,Cookies,Cereal,Bananas,Soda,
Cheese,Tea,Soda,Apples,Cookies,,,Tea,Cheese,Onions,
,Onions,,Chips,Cheese,Cereal,Chicken,Pasta,Bread,Coffee,
Tomatoes,Chicken,Cookies,Chips,Soda,Toothpaste,Tomatoes,Rice,Oranges,Soap,
Cheese,Chips,Juice,Cheese,Tea,,Tomatoes,Chicken,Apples,Tissue,Rice
